Product Name,Sales,Profit
Tennsco Single-Tier Lockers,9158.296,-825.7479999999999
GuestStacker Chair with Chrome Finish Legs,9070.944,773.2608
Canon Imageclass D680 Copier / Fax,8959.872,2799.96
Hewlett Packard 610 Color Digital Copier / Printer,8899.822,3124.9374999999995
Wilson Electronics DB Pro Signal Booster,8878.4,515.5200000000002
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8774.5,1305.6456
Global Deluxe High-Back Manager's Chair,8665.194,1558.5909999999997
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997,1388.6348
Chromcraft Round Conference Tables,8209.059,-189.9761
"Hot File 7-Pocket, Floor Stand",8138.232,2016.711
Fellowes PB300 Plastic Comb Binding Machine,8070.192,2518.0551
Cubify CubeX 3D Printer Triple Head Print,7999.98,-3839.9904
Ibico Ibimaster 300 Manual Binding System,7985.383,2318.337
Global Commerce Series High-Back Swivel/Tilt Chairs,7979.4400000000005,926.1850000000001
Okidata MB760 Printer,7834.4,881.37
Adjustable Depth Letter/Legal Cart,7730.196,1932.5489999999998
Ativa V4110MDD Micro-Cut Shredder,7699.89,3772.9461
Mitel MiVoice 5330e IP Phone,7699.72,780.9716
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374,832.9931999999997
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.7122,780.3302000000001
Tennsco 16-Compartment Lockers with Coat Rack,7515.523999999999,1114.3708
Hon 94000 Series Round Tables,7404.5,-681.2139999999999
Logitech diNovo Edge Keyboard,7399.704,1432.4427
Bretford CR4500 Series Slim Rectangular Table,7242.768,-532.7613
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),7139.796,83.99760000000003
Zebra ZM400 Thermal Label Printer,6965.700000000001,3343.536
"Bevis Oval Conference Table, Walnut",6942.068,-856.0144000000001
Hon GuestStacker Chair,6936.102,1233.0848
Hoover Upright Vacuum With Dirt Cup,6832.908,460.35269999999986
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",6819.312,181.6619999999999
GBC DocuBind 300 Electric Binding Machine,6785.142,494.4212000000001
Bretford CR8500 Series Meeting Room Furniture,6776.562000000001,461.127
Cisco Unified IP Phone 7945G VoIP phone,6751.602,102.29699999999998
Hon Every-Day Series Multi-Task Chairs,6748.482,281.96999999999997
ClearOne CHATAttach 160 -ÃÂ speaker phone,6695.892,1053.983
Standard Rollaway File with Lock,6594.954,1261.3300000000002
Hon Multipurpose Stacking Arm Chairs,6584.64,814.4160000000002
"Dual Level, Single-Width Filing Carts",6574.544,1640.5348
Balt Solid Wood Round Tables,6518.754,-1201.0581
Hon Pagoda Stacking Chairs,6483.796,1540.704
"Global Leather and Oak Executive Chair, Black",6410.874,854.7831999999996
Sharp AL-1530CS Digital Copier,6399.872,2064.9587
Polycom VVX 310 VoIP phone,6227.654,899.95
Samsung Galaxy S4,6134.701999999999,438.193
Samsung Galaxy S4 Mini,6109.87,1104.4764999999998
Global Comet Stacking Arm Chair,6084.144,697.1415
Global Ergonomic Managers Chair,6008.536,785.4532
Canon PC1080F Personal Copier,5999.9,1973.9670999999998
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.204,267.3034000000001
Hon 5100 Series Wood Tables,5965.09,-238.60360000000014
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.52,1653.8256000000001
Hon 4070 Series Pagoda Round Back Stacking Chairs,5906.032,1052.8144
Global Leather Executive Chair,5861.532999999999,701.9799999999998
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5801.816,-66.82720000000002
Zebra GX420t Direct Thermal/Thermal Transfer Printer,5787.355,509.712
Iceberg Mobile Mega Data/Printer Cart ,5751.774,1388.6082
Safco Contoured Stacking Chairs,5697.76,870.16
Canon PC940 Copier,5669.874,2092.4535
Bretford Ã¢ÂÂJust In TimeÃ¢ÂÂ Height-Adjustable Multi-Task Work Tables,5634.9,-964.194
LogitechÃÂ Z-906 Speaker sys - home theater - 5.1-CH,5609.83,2243.932
Deluxe Rollaway Locking File with Drawer,5572.792,1380.7215999999999
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885,15.048999999999488
"Global High-Back Leather Tilter, Burgundy",5436.158,-474.7414000000001
Hon Olson Stacker Chairs,5427.99,1292.1264
Ibico Hi-Tech Manual Binding System,5398.323,-304.99
Wilson SignalBoost 841262 DB PRO Amplifier Kit,5327.26,1043.855
Hon Olson Stacker Stools,5294.456,833.5952
GE 30524EE4,5291.7300000000005,838.8371999999997
Hon 2090 Ã¢ÂÂPillow SoftÃ¢ÂÂ Series Mid Back Swivel/Tilt Chairs,5282.424,-989.0496
"Lifetime Advantage Folding Chairs, 4/Carton",5212.112,972.6367999999999
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081,-126.44099999999996
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,5119.744000000001,2155.8922000000002
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.176,-404.00640000000004
Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,715.64
Panasonic KX-TG9471B,4978.146000000001,1168.1004
Chromcraft Rectangular Conference Tables,4952.673,-450.2430000000006
Apple iPhone 5S,4901.914000000001,512.991
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4886.46,566.4673999999999
Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838,1154.9615000000001
Fellowes Staxonsteel Drawer Files,4829.25,509.9688
Smead Adjustable Mobile File Trolley with Lockable Top,4778.766,1106.6616000000001
High-Back Leather Manager's Chair,4770.633,-197.5848
SAFCO Boltless Steel Shelving,4704.696,-470.4696000000001
Global Executive Mid-Back Manager's Chair,4626.582,750.7284000000001
DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,486.15560000000005
Polycom CX600 IP Phone VoIP phone,4619.2300000000005,896.8505000000001
Letter Size Cart,4600.092,1252.8822
KI Adjustable-Height Table,4552.641,-248.48219999999998
"Bevis Round Bullnose 29"" High Table Top",4544.925,-192.18540000000002
Fellowes Officeware Wire Shelving,4509.466,-332.37100000000004
Samsung Galaxy Note 2,4507.902,-128.79719999999998
"Fellowes Strictly Business Drawer File, Letter/Legal Size",4479.03,388.746
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96,956.9502
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4446.175,-1147.4
Nortel Meridian M3904 Professional Digital phone,4434.912,936.2591999999999
Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,41.11679999999912
Sharp 1540cs Digital Laser Copier,4399.92,1649.97
Logitech G19 Programmable Gaming Keyboard,4389.246,729.0611999999999
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",4384.044,-36.53369999999964
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4334.8275,430.0695
Bevis 36 x 72 Conference Tables,4332.252,448.164
GBC DocuBind TL200 Manual Binding Machine,4322.814,1592.4978
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644,-611.5877999999999
Cisco 9971 IP Video Phone Charcoal,4268.0,466.4
Motorola L703CM,4211.73,467.97
GBC DocuBind 200 Manual Binding Machine,4209.799999999999,1052.45
Hewlett Packard 310 Color Digital Copier,4199.86,839.972
"SAFCO Commercial Wire Shelving, Black",4199.456,-635.444
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4185.48,342.8873999999999
Fellowes PB200 Plastic Comb Binding Machine,4181.754,693.5591999999999
Cisco SPA301,4180.532,904.742
"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,-503.1194
Canon PC-428 Personal Copier,4119.794,1469.9265
Wireless Extenders zBoost YX545 SOHO Signal Booster,4044.3860000000004,733.2812
Fellowes Super Stor/Drawer Files,4006.44,473.34150000000005
Samsung Galaxy S4 Active,3999.92,1039.9792
WD My Passport Ultra 2TB Portable External Hard Drive,3998.4,499.8
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,1995.99
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3989.734,425.7595999999999
Polycom SoundStation2 EX ConferenceÃÂ phone,3968.5099999999998,518.336
Hon Racetrack Conference Tables,3963.901,-598.5228
Canon Image Class D660 Copier,3959.9339999999997,1691.9718
"Global Airflow Leather Mesh Back Chair, Black",3955.676,573.7239999999998
Fellowes High-Stak Drawer Files,3946.656,419.3322
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3861.056,289.5791999999999
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.1800000000003,1503.5202
Polycom SoundPoint IP 450 VoIP phone,3839.62,162.6192
Google Nexus 5,3815.788,710.9605
Hon Non-Folding Utility Tables,3775.647,541.6539999999999
LogitechÃÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),3743.7920000000004,21.598799999999898
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3739.115,608.043
Aastra 57i VoIP phone,3684.708,575.3316
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538,-491.1750000000001
Polycom VoiceStation 500 ConferenceÃÂ phone,3657.38,339.1925000000001
"Situations Contoured Folding Chairs, 4/Set",3641.274,234.23400000000004
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.0056,-208.6504
Toshiba IPT2010-SD IPÃÂ Telephone,3613.74,425.3094
"Bush Cubix Conference Tables, Fully Assembled",3603.288,311.8230000000002
Pyle PMP37LED,3590.026,576.8998999999999
Global Adaptabilities Conference Tables,3540.348,354.03479999999996
"24 Capacity Maxi Data Binder Racks, Pearl",3537.24,536.9024999999999
Global Comet Stacking Armless Chair,3528.79,514.366
Avanti 4.4 Cu. Ft. Refrigerator,3511.012,383.6776
Hon Rectangular Conference Tables,3481.515,-295.815
"Iceberg OfficeWorks 42"" Round Tables",3457.442,-392.54799999999994
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,206.8703999999999
O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7704,-755.7516
Geemarc AmpliPOWER60,3415.04,384.1919999999999
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,1668.205
Bush Advantage Collection Round Conference Table,3401.6000000000004,210.474
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308,78.25259999999989
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,100.211
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,1517.9064
"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.7235,135.58869999999976
Tenex Antistatic Computer Chair Mats,3317.0119999999997,-530.0380000000002
Bevis 44 x 96 Conference Tables,3253.2200000000003,-164.72000000000003
Ibico EB-19 Dual Function Manual Binding System,3234.913,1086.3772
GBC ProClick 150 Presentation Binding System,3222.996,-461.33079999999995
Okidata C331dn Printer,3210.8,111.6800000000002
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3178.13,-167.27
Jabra SPEAK 410,3158.064,654.1704
"Global Fabric Manager's Chair, Dark Gray",3150.576,499.851
Hon 2111 Invitation Series Corner Table,3140.55,-401.99040000000014
Economy Rollaway Files,3138.8,693.8399999999999
BlackBerry Q10,3099.354,548.0565
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3059.7960000000003,1147.4235
Hoover WindTunnel Plus Canister Vacuum,3051.3,697.44
Digium D40 VoIP phone,3044.164,571.4257
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,1459.2
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.5,401.21400000000006
Space Solutions HD Industrial Steel Shelving.,3035.208,24.143700000000003
Carina Double Wide Media Storage Towers in Natural & Black,3028.652,-3.239200000000025
Compact Automatic Electric Letter Opener,2982.75,-57.26879999999995
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",2979.004,54.71640000000002
O'Sullivan Living Dimensions 2-Shelf Bookcases,2970.059,-78.637
"Global Manager's Adjustable Task Chair, Storm",2959.208,493.7045999999998
GBC DocuBind P100 Manual Binding Machine,2954.444,489.6410000000001
O'Sullivan Plantations 2-Door Library in Landvery Oak,2946.3668,-767.7436
3.6 Cubic Foot Counter Height Office Refrigerator,2946.2,-872.0751999999999
Aastra 6757i CT Wireless VoIP phone,2929.984,482.5856
Novimex Swivel Fabric Task Chair,2913.9139999999998,-445.391
ShoreTel ShorePhone IP 230 VoIP phone,2906.628,422.475
O'Sullivan Living Dimensions 3-Shelf Bookcases,2904.161,-170.83300000000008
Kensington 7 Outlet MasterPiece Power Center,2883.276,229.59419999999994
Logitech Wireless Gaming Headset G930,2879.82,763.1523
Bose SoundLink Bluetooth Speaker,2865.6,967.14
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,627.1722000000001
"Lesro Round Back Collection Coffee Table, End Table",2847.7799999999997,-328.59
Okidata MB491 Multifunction Printer,2844.2999999999997,-434.13
Premier Automatic Letter Opener,2836.366,-427.8586
Logitech Wireless Headset h800,2799.72,719.928
Xerox 1915,2789.0099999999998,1262.394
Electrix Halogen Magnifier Lamp,2759.06,314.76599999999996
MaxellÃÂ iVDR EX 500GB Cartridge,2755.4,1184.8220000000001
VTech DS6151,2746.582,478.7620000000001
Nortel Meridian M5316 Digital phone,2744.87,253.77100000000002
O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740.197,-975.0988
"Carina Mini System Audio Rack, Model AR050B",2730.108,-68.80759999999985
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2706.08,578.6848
Hon Mobius Operator's Chair,2705.7799999999997,499.3394
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,1260.221
"Bevis Round Conference Table Top, X-Base",2671.421,-519.941
Imation Bio 8GB USBÃÂ Flash Drive ImationÃÂ Corp,2659.84,398.976
Global Highback Leather Tilter in Burgundy,2647.809,49.13459999999999
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.804,83.6938
Premier Electric Letter Opener,2641.6079999999997,-7.105427357601002e-15
Vtech CS6719,2630.126,418.51640000000003
NETGEAR AC1750 Dual Band GigabitÃÂ Smart WiFi Router,2623.8360000000002,723.1548
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,2619.738,995.9004
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2612.196,153.35279999999997
Motorola Droid Maxx,2609.826,341.9772
Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,-48.7959999999997
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2552.54,51.050799999999995
Bevis Boat-Shaped Conference Table,2542.467,-445.587
Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002,1092.6795
Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,-251.9958
Safco Industrial Wire Shelving System,2511.0480000000002,-218.352
Plantronics Calisto P620-M USB Wireless Speakerphone System,2508.672,505.6542
Easy-staple paper,2504.192,1096.0292
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2491.28,563.816
Kensington 4 Outlet MasterPiece Compact Power Control Center,2488.392,380.5775999999999
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",2487.759,410.352
Sensible Storage WireTech Storage Systems,2484.2999999999997,-78.07800000000022
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,2481.15,540.0149999999998
Enermax Acrylux Wireless Keyboard,2450.16,630.468
Panasonic KX MB2061 Multifunction Printer,2396.4,179.73
Global Super Steno Chair,2389.902,-1.2256862191861728e-13
Harbour Creations Steel Folding Chair,2389.125,336.375
LogitechÃÂ Gaming G510s - Keyboard,2362.7219999999998,676.5204
Swingline SM12-08 MicroCut Jam Free Shredder,2359.9410000000003,-447.9888
"3D Systems Cube Printer, 2nd Generation, White",2339.982,-467.9964
Logitech G700s Rechargeable Gaming Mouse,2339.766,889.9110000000001
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,2330.65,-785.7620000000001
"Fellowes Mobile File Cart, Black",2300.66,485.004
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2299.75,-172.94120000000004
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2298.114,-12.132900000000273
Bevis Round Conference Table Top & Single Column Base,2297.538,100.97459999999998
Xiaomi Mi3,2279.96,592.7896
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2267.972,148.372
GBC DocuBind P50 Personal Binding Machine,2264.892,569.422
Cisco IP Phone 7961G-GE VoIP phone,2252.4320000000002,-119.119
Plantronics S12 Corded Telephone Headset System,2242.032,754.5300000000001
BPI Conference Tables,2241.8675,-795.9725
Plantronics HL10 Handset Lifter,2227.008,250.5383999999999
Konftel 250 ConferenceÃÂ phoneÃÂ - Charcoal black,2221.596,324.69480000000004
Avanti 1.7 Cu. Ft. Refrigerator,2221.56,476.6256
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,2207.956,231.6544000000001
"Global Value Steno Chair, Gray",2204.862,245.99699999999999
Office Star - Mesh Screen back chair with Vinyl seat,2200.464,-130.98
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,569.8368
"Global Push Button Manager's Chair, Indigo",2185.951,283.74739999999997
Jabra Supreme Plus Driver EditionÃÂ Headset,2159.82,259.1784
Razer Kraken PRO Over Ear PC and Music Headset,2159.73,479.94
Logitech G35 7.1-Channel Surround Sound Headset,2157.8340000000003,699.3462
Samsung Galaxy Note 3,2155.902,153.9929999999999
Sauder Inglewood Library Bookcases,2154.348,311.1836
KI Conference Tables,2140.878,-479.2164
Mitel 5320 IP Phone VoIP phone,2116.688,211.66879999999998
Imation Bio 2GB USBÃÂ Flash Drive ImationÃÂ Corp,2098.88,881.5296
Laminate Occasional Tables,2096.168,-206.5342000000001
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",2064.228,-173.12879999999998
Cisco SPA 502G IP Phone,2063.14,299.875
"Tenex Chairmat w/ Average Lip, 45"" x 53""",2058.496,-529.76
HTC One Mini,2041.038,317.4948000000001
Hon 2111 Invitation Series Straight Table,2040.054,-115.3074
"Bevis Traditional Conference Table Top, Plinth Base",2033.496,-456.7032
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35,-460.66600000000017
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,2027.304,-339.7104
Jawbone JAMBOX Wireless Bluetooth Speaker,2022.272,872.1048000000001
Jabra SPEAK 410 Multidevice Speakerphone,2018.702,10.299500000000009
Ooma Telo VoIP Home Phone System,2015.8400000000001,314.975
Okidata C610n Printer,2011.9,-292.05000000000007
Logitech G602 Wireless Gaming Mouse,1999.75,515.1356000000001
Adtran 1202752G1,1990.6419999999998,312.4552
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.88,593.964
"Global Value Mid-Back Manager's Chair, Gray",1978.925,197.89249999999998
Space Solutions Commercial Steel Shelving,1952.43,-74.34750000000005
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,1947.1770000000001,413.649
Harmony Air Purifier,1946.7,374.22
AT&T 1080 Corded phone,1945.258,145.2094
AT&T CL83451 4-Handset Telephone,1936.306,473.777
ImationÃÂ Secure+ Hardware Encrypted USB 2.0ÃÂ Flash Drive; 16GB,1926.9360000000001,408.744
Logitech Mobile Speakerphone P710e -ÃÂ speaker phone,1916.716,241.6142
Plantronics Audio 995 Wireless Stereo Headset,1913.13,587.1329999999999
"O'Sullivan Elevations Bookcase, Cherry Finish",1912.308,-68.10959999999997
"Sauder Camden County Collection Libraries, Planked Cherry Finish",1909.8178,-78.18639999999999
Polycom SoundPoint Pro SE-225 Corded phone,1903.8400000000001,276.0568
Bestar Classic Bookcase,1897.8102,-612.9386999999999
Novimex Fabric Task Chair,1890.3799999999999,-131.107
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,1890.0,622.8
Multicolor Computer Printout Paper,1887.3,851.3820000000001
Nortel Networks T7316 E Nt8 B27,1876.524,397.7415
"Sauder Forest Hills Library, Woodland Oak Finish",1875.034,-70.49
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",1857.252,414.918
Office Star - Contemporary Task Swivel Chair,1842.268,155.372
"Padded Folding Chairs, Black, 4/Carton",1830.148,80.98000000000013
LG G3,1803.108,411.579
Logitech Wireless Performance Mouse MX for PC and Mac,1799.82,497.9502
Xerox 189,1782.4499999999998,746.532
Belkin 5 Outlet SurgeMaster Power Centers,1776.048,207.02400000000003
Office Star Flex Back Scooter Chair with White Frame,1775.68,-228.61880000000002
Bevis Steel Folding Chairs,1775.075,117.059
GE 2-Jack Phone Line Splitter,1771.5140000000001,94.75540000000001
Global Deluxe Steno Chair,1770.54,-216.31380000000001
Tennsco Regal Shelving Units,1764.534,-6.084600000000007
Honeywell Quietcare HEPA Air Cleaner,1761.76,549.7635
"Global Geo Office Task Chair, Gray",1757.266,-166.0090000000002
Global Low Back Tilter Chair,1746.9540000000002,-246.3912000000001
Xerox 1941,1740.51,704.592
AT&T TR1909W,1738.662,340.173
Jabra BIZ 2300 Duo QD Duo CordedÃÂ Headset,1727.0639999999999,129.5298
First Data FD10 PIN Pad,1722.2,15.799999999999905
Xerox 1908,1712.988,799.3944
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1706.508,222.588
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.25,-1148.4375
Kensington Orbit Wireless Mobile Trackball for PC and Mac,1703.7160000000001,357.5404
Xerox 1945,1696.986,756.2655
Kensington Expert Mouse Optical USB Trackball for PC or Mac,1690.8220000000001,360.9619999999999
"Global Leather & Oak Executive Chair, Burgundy",1689.968,-114.6764
Hon Comfortask Task/Swivel Chairs,1686.904,-36.473600000000005
Staple envelope,1686.8120000000001,751.629
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,244.3888
ClearOne Communications CHAT 70 OCÃÂ Speaker Phone,1685.294,273.4628
Polycom CX300 Desktop Phone USB VoIP phone,1679.8880000000001,59.99600000000001
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,146.51000000000002
Panasonic KX TS3282W Corded phone,1665.804,178.47899999999998
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1646.9180000000001,-285.9484
Enermax Aurora Lite Keyboard,1641.1499999999999,722.106
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1636.864,375.9672
"Carina 42""Hx23 3/4""W Media Storage Unit",1635.796,-110.13279999999992
Motorola Moto X,1631.952,142.79579999999999
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,-343.0956
Panasonic KX MC6040 Color Laser Multifunction Printer,1619.82,-22.497500000000002
Plantronics Audio 478 Stereo USB Headset,1619.676,514.897
"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.9479999999999,448.164
Logitech G600 MMO Gaming Mouse,1615.798,540.7324
AT&T 841000 Phone,1614.6,165.6
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.406,253.8392
AT&T 1080 Phone,1589.084,271.24019999999996
Mophie Juice Pack Helium for iPhone,1583.8020000000001,201.57479999999998
Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,318.3616
Microsoft Sculpt Comfort Mouse,1574.03,634.406
GBC ProClick Punch Binding System,1573.908,562.3842
"Hon Metal Bookcases, Black",1570.0775999999998,-26.972399999999993
Xerox 1919,1565.818,729.622
Cameo Buff Policy Envelopes,1555.75,632.2568
Luxo Adjustable Task Clamp Lamp,1545.816,362.46720000000005
Avaya 5420 Digital phone,1538.886,323.976
Eureka Sanitaire  Commercial Upright,1524.5320000000002,53.0272
Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001,254.8244
LG G2,1499.97,-374.9925
Microsoft Natural Keyboard Elite,1497.0,20.957999999999995
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1489.334,255.31440000000003
Hon 4-Shelf Metal Bookcases,1474.308,-191.86200000000002
"Bush Westfield Collection Bookcases, Fully Assembled",1473.2982000000002,73.71539999999996
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.108,311.2199999999999
"Tenex ""The Solids"" Textured Chair Mats",1469.1599999999999,-40.57680000000002
"Plantronics CS 50-USB -ÃÂ headsetÃÂ - Convertible, Monaural",1468.692,178.1469
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",1465.7440000000001,287.914
"Global Leather Task Chair, Black",1448.839,63.892899999999806
"SAFCO Commercial Wire Shelving, 72h",1445.2640000000001,-24.496
Nokia Lumia 1020,1439.968,143.9968
"Leather Task Chair, Black",1437.484,54.588
"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.232,-143.6232
Xerox 1893,1434.65,619.3589
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,46.3276
"Sauder Facets Collection Library, Sky Alder Finish",1427.683,-8.549000000000028
